AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2017,15696,Santa Sofía,15,Boyacá,3769.0,Boyacá (ETC),562,86.3,86.3,66.67,84.62,77.66,56.52,93.95,83.33,93.59,98.94,90.22,22.221999999999998,11.11,2.08,0.0,1.37,2.69,3.61,97.92,0.0,98.63,97.31,96.39,0.0,0.0,0.0,0.0,0.0,1.14,2.5,1.37,1.08,0.0
2013,68498,Ocamonte,68,Santander,3808.0,Santander (ETC),1040,85.29,85.3,59.3,100.2,56.6,38.1,96.3,109.9,117.7,77.7,71.8,31.58,5.0,1.71,4.0,0.78,2.74,1.89,98.08,0.0,99.22,96.8,97.17,0.21,0.0,0.0,0.46,0.94,1.6,0.0,2.34,1.37,0.0
2023,5490,Necoclí,5,Antioquia,3758.0,Antioquia (ETC),11723,110.62,110.62,56.3,96.52,97.89,60.3,126.09,113.49,119.9,145.41,109.35,,,5.37,2.5,3.53,7.95,6.27,87.2,0.09,90.9,80.28,87.64,7.43,0.09,5.58,11.77,6.09,8.79,3.88,8.89,11.31,4.08
2013,25386,La Mesa,25,Cundinamarca,3785.0,Cundinamarca (ETC),6210,91.37,91.2,67.2,85.2,80.6,46.0,100.1,89.6,107.0,106.8,76.2,25.47,40.0,5.37,5.65,4.84,6.56,3.69,94.59,0.0,95.16,93.44,95.96,0.04,0.0,0.0,0.0,0.35,2.33,2.54,2.3,2.83,0.88
2020,15494,Nuevo Colón,15,Boyacá,3769.0,Boyacá (ETC),1010,86.83,86.73,65.43,88.41,88.37,56.14,90.59,79.01,92.51,99.42,73.68,,,1.38,0.0,0.57,2.05,2.5,93.81,0.0,98.58,90.06,87.5,4.82,0.0,0.85,7.89,10.0,3.9,0.0,2.56,7.02,0.83
2022,15180,Chiscas,15,Boyacá,3769.0,Boyacá (ETC),719,83.87,83.87,83.02,80.62,75.3,55.56,90.54,101.89,91.0,91.24,83.33,,,2.46,1.85,0.76,3.06,5.71,94.93,0.0,96.58,93.45,92.38,2.61,0.0,2.66,3.49,1.9,4.15,0.0,6.46,2.18,4.76
2016,73236,Dolores,73,Tolima,3815.0,Tolima (ETC),1642,96.3,96.35,60.43,91.95,90.86,44.69,108.22,87.05,118.3,117.55,75.09,25.439,32.14,5.9,4.96,3.03,9.33,5.85,86.96,0.83,91.05,81.18,86.34,7.14,0.83,5.92,9.49,7.8,1.71,0.83,1.52,2.18,1.46
2013,20250,El Paso,20,Cesar,3779.0,Cesar (ETC),6540,130.38,130.3,85.8,128.1,87.2,41.0,148.8,172.2,171.8,131.4,109.7,,25.0,4.7,4.92,5.16,4.89,0.96,89.56,0.22,87.11,89.98,96.72,5.74,0.22,7.73,5.13,2.32,0.28,0.0,0.16,0.59,0.27
2015,86571,Puerto Guzmán,86,Putumayo,3826.0,Putumayo (ETC),6783,73.4,73.4,33.39,80.16,48.26,14.05,81.38,72.49,109.55,74.22,29.77,25.79,5.23,8.22,8.11,6.69,11.39,7.55,88.05,0.24,88.24,86.2,91.01,3.73,0.24,5.07,2.42,1.44,2.96,0.72,3.65,2.74,0.0
2022,50006,Acacías,50,Meta,3796.0,Meta (ETC),17445,100.45,100.31,79.82,98.35,88.17,55.57,112.06,104.45,116.22,116.26,97.02,,,5.33,5.36,4.61,6.24,5.22,84.87,0.09,89.8,77.21,83.82,9.8,0.09,5.59,16.55,10.96,8.28,0.0,7.44,11.64,6.46
2011,13062,Arroyohondo,13,Bolívar,3767.0,Bolívar (ETC),2575,64.5,64.5,44.6,61.4,47.5,25.7,84.2,53.5,99.8,80.4,67.6,18.3,16.67,3.52,0.88,4.05,2.89,4.67,95.2,0.0,95.58,95.08,92.61,1.28,0.0,0.37,2.03,2.72,5.54,0.0,6.14,6.08,4.67
2014,19455,Miranda,19,Cauca,3777.0,Cauca (ETC),10037,59.71,83.74,66.67,80.54,62.35,44.3,71.31,58.12,70.79,80.71,60.34,28.34,60.0,3.97,0.93,3.91,4.69,3.75,95.61,0.0,96.09,95.31,92.78,0.42,0.0,0.0,0.0,3.47,1.7,0.23,1.92,2.24,0.14
2019,41676,Santa María,41,Huila,3790.0,Huila (ETC),2436,88.42,88.42,44.0,87.13,78.69,50.13,96.55,65.78,101.99,107.45,77.07,,,3.57,5.41,1.48,6.09,4.05,87.43,0.0,96.57,73.48,85.02,9.0,0.0,1.95,20.43,10.93,1.58,0.0,1.76,2.03,0.4
2017,15632,Saboyá,15,Boyacá,3769.0,Boyacá (ETC),2768,87.9,87.93,54.15,79.38,82.85,59.6,97.33,76.86,91.32,106.26,104.91,22.983,18.0,1.66,3.14,0.21,2.53,2.8,91.08,0.63,97.94,85.27,84.31,7.26,0.63,1.86,12.2,12.89,2.63,0.0,0.52,4.49,5.04
2011,52233,Cumbitara,52,Nariño,3798.0,Nariño (ETC),3543,54.42,54.4,37.7,59.8,26.1,11.0,65.0,57.6,85.8,56.0,30.3,19.12,5.88,,,8.24,,,89.25,0.0,91.76,78.54,81.82,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.39,0.0,0.0
2011,8558,Polonuevo,8,Atlántico,3764.0,Atlántico (ETC),3302,91.16,90.8,64.3,102.4,62.9,35.7,97.5,101.4,121.1,86.0,57.9,24.29,85.71,3.97,7.6,2.98,5.44,1.99,95.75,0.0,97.02,94.56,95.03,0.29,0.0,0.0,0.0,2.98,2.32,3.6,0.18,6.53,0.33
2013,19290,Florencia,19,Cauca,3777.0,Cauca (ETC),1354,81.76,81.8,69.2,92.9,57.2,31.1,120.2,109.4,175.2,88.3,60.1,,17.65,3.78,0.85,3.0,6.67,2.56,88.76,0.85,89.52,81.82,94.87,7.47,0.85,7.49,11.52,2.56,1.46,0.0,1.66,0.91,3.42
2018,47189,Ciénaga,47,Magdalena,3795.0,Ciénaga,28793,104.64,92.29,63.54,87.89,68.66,38.06,107.6,128.24,120.87,102.39,74.93,,,4.02,3.67,3.18,5.14,4.02,95.87,0.0,96.78,94.79,95.37,0.11,0.0,0.04,0.07,0.61,1.58,1.04,0.95,2.58,1.29
2023,47545,Pijiño del Carmen,47,Magdalena,3794.0,Magdalena (ETC),3434,110.08,110.08,61.51,101.49,82.54,52.56,142.87,121.31,137.6,142.46,170.4,,,4.65,7.08,2.4,3.93,13.96,92.0,0.0,96.71,89.61,79.58,3.35,0.0,0.89,6.46,6.46,10.2,11.33,10.8,10.24,6.88
2015,15236,Chivor,15,Boyacá,3769.0,Boyacá (ETC),441,87.07,87.07,58.33,60.87,98.67,78.87,100.23,88.89,69.02,128.0,128.17,21.07,18.18,5.98,6.25,0.79,8.94,7.5,89.23,,96.06,86.03,90.0,4.78,,3.15,5.03,2.5,6.46,,7.09,7.82,1.25
2014,68162,Cerrito,68,Santander,3808.0,Santander (ETC),1304,84.82,86.41,62.16,86.11,69.01,53.08,98.16,67.89,100.75,105.08,93.36,29.31,3.85,1.24,,2.22,0.54,,89.58,0.0,96.48,81.89,78.38,9.19,0.0,1.3,17.57,,0.09,0.0,0.0,0.0,0.68
2015,15176,Chiquinquirá,15,Boyacá,3769.0,Boyacá (ETC),15593,83.69,83.64,58.6,76.32,76.97,57.57,93.01,80.24,86.49,102.06,95.53,27.09,17.95,2.61,1.71,1.25,3.71,3.74,93.55,0.0,96.93,90.12,91.48,3.84,0.0,1.82,6.17,4.78,0.61,0.0,0.57,0.87,0.35
2019,68770,Suaita,68,Santander,3808.0,Santander (ETC),1826,99.78,99.78,58.57,88.98,94.57,62.34,110.79,95.71,106.18,123.48,103.16,,,2.65,4.48,2.15,2.9,2.52,91.74,0.0,93.8,88.81,91.73,5.61,0.0,4.05,8.29,5.76,3.17,0.75,3.04,4.42,1.44
2019,5854,Valdivia,5,Antioquia,3758.0,Antioquia (ETC),3468,81.72,81.72,51.21,82.26,56.91,19.58,90.83,73.36,116.92,87.65,39.33,,,3.32,3.77,2.41,4.36,5.85,95.26,0.0,95.29,95.21,94.15,1.41,0.0,2.3,0.43,0.0,9.41,1.42,12.29,7.66,1.06
2018,13836,Turbaco,13,Bolívar,3767.0,Bolívar (ETC),22271,116.6,80.02,54.46,82.08,66.72,37.71,89.2,79.71,97.44,91.93,68.76,,,2.81,4.86,2.4,3.16,2.18,90.52,1.4,91.68,87.98,91.73,6.67,1.4,5.92,8.86,6.08,1.2,1.19,1.32,1.31,0.33
2016,15442,Maripí,15,Boyacá,3769.0,Boyacá (ETC),1868,61.3,61.3,34.62,50.95,62.46,33.33,78.05,46.15,75.91,91.01,72.63,26.789,16.13,4.12,1.39,1.83,7.07,3.33,90.07,1.39,94.72,82.22,96.11,5.81,1.39,3.46,10.71,0.56,0.97,0.0,0.2,2.22,0.0
2017,50683,San Juan de Arama,50,Meta,3796.0,Meta (ETC),2369,65.1,65.09,29.72,59.85,55.74,29.36,72.98,46.23,78.59,77.55,61.47,27.925,23.81,5.26,6.12,6.65,4.41,1.16,88.56,2.04,88.08,86.77,94.8,6.18,2.04,5.27,8.82,4.05,1.96,1.02,1.63,3.17,0.0
2017,47551,Pivijay,47,Magdalena,3794.0,Magdalena (ETC),7606,112.1,112.04,69.38,107.64,75.51,40.24,133.37,143.85,156.16,121.81,92.56,24.415,43.1,2.66,2.55,3.23,2.2,1.38,91.96,0.0,92.17,89.58,93.22,5.38,0.0,4.59,8.22,5.4,3.93,5.68,4.37,3.81,0.34
2019,15638,Sáchica,15,Boyacá,3769.0,Boyacá (ETC),1176,75.68,75.68,66.04,72.29,73.61,45.6,80.36,76.42,81.33,85.49,69.95,,,2.35,1.56,0.64,4.32,2.7,92.05,0.0,96.18,87.05,89.19,5.61,0.0,3.18,8.63,8.11,0.91,0.0,1.27,1.08,0.0
2013,52250,El Charco,52,Nariño,3798.0,Nariño (ETC),10434,74.73,74.7,33.1,77.5,32.6,6.6,87.3,73.0,128.3,69.5,24.5,,26.03,2.22,,2.95,1.33,0.29,97.78,0.0,97.05,98.67,99.71,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.41,0.4,0.0
2013,8832,Tubará,8,Atlántico,3764.0,Atlántico (ETC),2338,84.69,84.5,83.2,85.4,60.1,37.6,97.9,128.1,106.5,89.3,78.5,37.75,63.64,5.1,2.9,3.04,9.38,5.5,94.9,0.0,96.96,90.62,94.5,0.0,0.0,0.0,0.0,0.0,3.84,3.73,4.71,3.02,2.0
2019,91669,Puerto Santander,91,Amazonas,3828.0,Amazonas (ETC),591,65.14,65.14,44.68,71.92,32.32,8.14,78.34,80.85,96.54,70.71,39.53,,,0.0,0.0,0.0,0.0,0.0,93.14,0.0,95.22,85.44,93.75,6.86,0.0,4.78,14.56,6.25,16.42,2.63,17.53,16.5,31.25
2021,15380,La Capilla,15,Boyacá,3.7689999999999997,Boyacá (ETC),449,82.63,82.63,72.22,78.31,80.39,60.56,87.97,72.22,79.37,101.96,88.73,,,0.51,0.0,1.33,0.0,0.0,93.67,0.0,96.67,89.74,93.65,5.82,0.0,2.0,10.26,6.35,4.81,0.0,0.67,8.97,6.35
2019,5501,Olaya,5,Antioquia,3758.0,Antioquia (ETC),612,75.16,75.16,46.0,68.24,73.43,42.0,79.58,60.0,79.61,93.72,60.0,,,2.87,0.0,1.48,5.15,1.67,93.63,0.0,96.06,89.18,96.67,3.49,0.0,2.46,5.67,1.67,7.39,0.0,5.91,12.37,0.0
2019,47555,Plato,47,Magdalena,3794.0,Magdalena (ETC),15528,91.18,91.13,53.67,87.08,60.03,28.59,112.86,122.86,127.92,107.93,78.65,,,3.22,2.76,2.69,4.45,2.61,94.89,0.66,95.29,93.15,96.52,1.89,0.66,2.02,2.4,0.87,1.3,3.28,1.43,0.75,0.08
2019,23419,Los Córdobas,23,Córdoba,3781.0,Córdoba (ETC),4450,89.71,89.71,45.05,79.42,74.22,37.94,102.47,93.13,106.75,115.23,70.46,,,5.8,6.27,6.99,4.63,4.52,94.15,0.0,93.01,95.37,95.07,0.05,0.0,0.0,0.0,0.41,1.13,0.31,1.36,1.37,0.0
2020,27361,Istmina,27,Chocó,3789.0,Chocó (ETC),7702,108.01,107.92,54.86,102.49,91.82,51.38,119.61,105.02,130.93,120.66,95.05,,,2.19,1.72,1.49,3.13,2.51,92.48,1.25,92.3,91.21,94.05,5.33,1.25,6.21,5.67,3.44,7.42,0.0,8.37,9.52,2.23
2019,20400,La Jagua de Ibirico,20,Cesar,3779.0,Cesar (ETC),12554,85.09,85.06,41.75,85.25,64.23,31.28,96.65,91.61,110.84,95.08,64.23,,,3.55,5.94,3.88,2.98,1.74,92.67,0.0,91.4,93.25,96.3,3.78,0.0,4.71,3.77,1.96,1.55,0.13,1.68,1.67,1.63
2014,54871,Villa Caro,54,Norte de Santander,3801.0,Norte de Santander (ETC),1432,68.51,92.81,65.48,68.03,69.15,58.02,73.81,71.19,102.01,57.91,35.37,31.38,0.0,0.85,1.19,0.98,0.71,,98.86,0.0,99.02,98.23,100.0,0.28,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0
2021,54871,Villa Caro,54,Norte de Santander,3.801,Norte de Santander (ETC),1.296,72.53,72.53,48.67,80.14,50.59,23.88,78.86,62.83,104.29,65.72,44.78,,,0.8,0.0,1.25,0.36,0.0,92.58,0.0,89.61,95.68,95.56,6.62,0.0,9.14,3.96,4.44,1.0,0.0,0.54,2.16,1.11
2015,25290,Fusagasugá,25,Cundinamarca,3786.0,Fusagasugá,25161,93.76,93.72,53.59,85.43,83.95,61.61,106.08,94.27,102.01,114.84,104.06,24.14,100.0,4.89,7.16,3.66,6.4,3.15,86.44,0.5,90.16,79.82,89.96,8.67,0.5,6.18,13.77,6.9,5.61,4.8,3.5,9.09,2.93
2013,27006,Acandí,27,Chocó,3789.0,Chocó (ETC),2541,114.17,114.2,103.2,129.8,66.9,23.5,134.3,136.1,171.4,121.0,67.2,21.29,0.0,2.06,0.34,1.47,4.08,1.64,88.95,0.0,87.2,87.0,97.27,8.98,0.0,11.33,8.91,1.09,0.0,0.0,0.0,0.0,0.0
2014,66456,Mistrató,66,Risaralda,3805.0,Risaralda (ETC),4550,75.65,86.03,43.45,64.4,64.6,46.1,87.93,81.36,120.32,67.98,43.56,23.56,3.64,2.79,1.79,1.87,4.44,5.99,97.21,0.0,98.13,95.56,94.01,0.0,0.0,0.0,0.0,0.0,1.47,0.0,1.64,2.01,0.0
2018,15500,Oicatá,15,Boyacá,3769.0,Boyacá (ETC),558,62.93,75.45,51.11,62.88,71.96,53.68,86.02,73.33,73.36,100.53,93.68,,,2.53,0.0,1.79,3.38,4.26,91.41,0.0,92.26,88.51,91.49,6.06,0.0,5.95,8.11,4.26,0.0,0.0,0.0,0.0,0.0
2011,19785,Sucre,19,Cauca,3777.0,Cauca (ETC),2036,66.11,66.1,43.1,79.2,37.1,26.4,75.5,70.6,98.4,56.6,62.0,20.58,7.02,1.64,3.54,1.61,1.51,1.0,92.83,0.0,90.73,94.21,96.52,5.53,0.0,7.66,4.28,2.49,1.05,0.0,0.62,2.02,1.49
2014,68720,Santa Helena del Opón,68,Santander,3808.0,Santander (ETC),1098,76.23,81.18,51.72,78.33,47.63,47.96,93.9,98.86,106.15,101.33,50.0,11.41,0.0,3.97,,3.22,7.31,3.33,95.55,0.0,96.57,91.78,95.0,0.48,0.0,0.21,0.91,1.67,0.0,0.0,0.0,0.0,0.0
2017,50590,Puerto Rico,50,Meta,3796.0,Meta (ETC),4862,51.0,50.97,37.15,55.25,33.31,13.6,54.98,56.31,72.5,44.83,27.07,31.333000000000002,4.88,6.22,7.47,6.28,6.07,4.57,91.47,0.0,90.81,91.85,94.29,2.3,0.0,2.91,2.07,1.14,0.08,0.0,0.13,0.0,0.0
2019,20045,Becerril,20,Cesar,3779.0,Cesar (ETC),6073,93.35,93.3,48.81,90.68,66.48,31.51,107.51,110.79,128.25,100.1,62.58,,,3.57,3.96,2.78,4.85,3.1,88.0,0.38,90.64,82.68,83.47,8.43,0.38,6.58,12.47,13.43,0.26,0.0,0.17,0.5,0.21
2013,25823,Topaipí,25,Cundinamarca,3785.0,Cundinamarca (ETC),1022,77.59,77.6,53.8,64.9,72.1,36.2,97.1,69.9,102.1,109.0,77.4,21.43,17.39,1.15,,1.08,0.97,2.42,98.85,0.0,98.92,99.03,97.58,0.0,0.0,0.0,0.0,0.0,0.69,1.54,0.27,1.29,0.0
2018,73616,Rioblanco,73,Tolima,3815.0,Tolima (ETC),5986,71.71,79.65,58.61,81.07,62.25,27.75,88.96,80.77,104.87,87.26,51.76,,,5.68,4.76,3.9,8.59,6.77,86.64,0.23,89.96,79.5,83.85,7.68,0.23,6.14,11.9,9.38,0.32,0.0,0.62,0.0,0.0
2017,68575,Puerto Wilches,68,Santander,3808.0,Santander (ETC),7349,101.8,101.81,50.15,101.14,81.8,33.83,114.83,98.65,131.09,120.48,67.83,27.614,52.08,3.81,4.4,2.89,5.23,3.59,87.37,0.0,89.19,82.15,87.58,8.82,0.0,7.92,12.62,8.82,3.77,0.3,4.36,4.51,0.49
2013,15322,Guateque,15,Boyacá,3769.0,Boyacá (ETC),1990,105.78,105.7,78.2,99.6,99.4,79.2,116.5,96.2,107.6,126.7,126.8,,21.43,3.52,4.51,3.39,4.19,1.98,93.06,0.0,95.83,90.05,92.66,3.42,0.0,0.78,5.76,5.37,0.45,0.75,0.13,0.92,0.0
2012,23182,Chinú,23,Córdoba,3781.0,Córdoba (ETC),10147,93.71,93.7,63.9,90.8,73.7,43.8,106.7,126.3,113.6,106.0,81.1,16.82,30.14,2.57,2.28,1.81,3.14,4.1,97.43,0.0,98.19,96.86,95.9,0.0,0.0,0.0,0.0,0.0,1.75,0.21,2.53,1.29,1.31
2023,13468,Mompós,13,Bolívar,3767.0,Bolívar (ETC),10941,98.8,98.79,72.54,94.26,77.46,45.36,112.92,115.85,119.48,113.15,94.18,,,5.54,6.45,4.03,7.22,6.17,90.42,0.83,91.61,88.22,90.16,4.04,0.83,4.37,4.56,3.67,10.27,4.89,12.6,10.62,3.75
2019,44430,Maicao,44,La Guajira,3793.0,Maicao,47695,95.86,95.82,75.65,93.05,65.59,34.26,108.53,130.92,121.03,103.14,70.43,,,2.09,2.21,1.95,2.29,2.17,95.9,1.59,95.92,95.84,95.49,2.0,1.59,2.12,1.87,2.34,1.29,0.61,1.57,1.32,0.29
2023,15660,San Eduardo,15,Boyacá,3769.0,Boyacá (ETC),267,89.51,89.51,61.9,77.78,100.0,65.31,94.76,61.9,84.26,113.48,97.96,,,0.4,7.69,0.0,0.0,0.0,98.02,0.0,100.0,96.04,100.0,1.58,0.0,0.0,3.96,0.0,5.14,0.0,0.0,11.88,2.08
2021,52287,Funes,52,Nariño,3.798,Nariño (ETC),1.212,68.98,68.98,64.2,63.95,62.39,39.74,74.75,81.48,73.82,80.05,64.19,,,2.65,0.0,2.92,3.15,2.04,94.59,0.0,94.17,93.12,96.6,2.76,0.0,2.92,3.72,1.36,4.86,3.03,3.49,7.45,2.72
2018,19760,Sotara,19,Cauca,3777.0,Cauca (ETC),2570,45.96,60.19,36.22,57.04,53.29,27.69,75.49,63.78,76.49,86.85,57.44,,,1.12,1.6,0.57,1.74,0.85,93.52,4.8,94.89,90.81,96.61,5.36,4.8,4.54,7.45,2.54,0.53,0.0,0.57,0.79,0.0
2011,50245,El Calvario,50,Meta,3796.0,Meta (ETC),579,92.06,92.1,44.9,76.7,85.9,55.6,104.0,53.1,92.5,136.1,95.0,12.16,31.58,,,,,,75.94,0.0,85.59,62.86,75.68,1.5,0.0,0.0,2.86,2.7,0.75,0.0,1.35,0.48,0.0
2012,54398,La Playa,54,Norte de Santander,3801.0,Norte de Santander (ETC),2003,83.62,83.6,100.0,93.6,49.6,18.3,103.2,117.7,121.8,83.8,88.5,21.43,13.64,3.86,3.76,3.7,4.94,0.93,94.65,0.0,94.69,93.03,98.15,1.5,0.0,1.6,2.02,0.93,0.23,0.0,0.1,0.67,0.0
2017,50223,Cubarral,50,Meta,3796.0,Meta (ETC),1382,91.8,91.82,47.54,82.09,84.03,58.5,98.91,76.23,101.0,106.78,88.5,36.75,71.43,3.76,2.15,2.46,6.04,3.25,89.79,0.0,93.92,82.77,88.96,6.45,0.0,3.61,11.19,7.79,0.92,0.0,1.15,1.12,0.0
2017,94883,San Felipe,94,Guainía,3829.0,Guainía (ETC),589,49.9,49.92,24.44,54.89,13.93,3.7,62.48,84.44,94.47,42.29,21.3,,20.0,2.72,2.63,2.7,3.53,0.0,97.01,0.0,96.85,96.47,100.0,0.27,0.0,0.45,0.0,0.0,2.72,0.0,1.35,7.06,4.35
2023,15491,Nobsa,15,Boyacá,3769.0,Boyacá (ETC),2997,105.34,105.31,86.67,114.13,91.58,55.45,110.88,107.92,124.51,110.59,80.88,,,2.83,1.68,1.05,4.92,3.3,89.07,0.0,96.32,79.69,87.18,8.1,0.0,2.63,15.38,9.52,5.11,0.84,2.11,9.54,4.76
2013,25653,San Cayetano,25,Cundinamarca,3785.0,Cundinamarca (ETC),1179,81.85,81.9,43.3,74.6,75.5,39.7,94.8,81.7,96.0,107.6,73.0,6.03,7.41,1.45,,0.65,1.96,3.79,97.68,0.0,99.35,98.04,89.39,0.87,0.0,0.0,0.0,6.82,1.45,2.35,1.3,1.4,1.52
2021,73461,Murillo,73,Tolima,3.815,Tolima (ETC),932,77.15,77.15,52.11,81.51,58.26,30.13,82.4,71.83,99.48,79.44,51.28,,,10.56,4.0,9.69,14.51,6.25,81.1,0.0,76.18,81.57,93.75,8.34,0.0,14.14,3.92,0.0,7.29,0.0,7.59,9.41,3.75
2014,25402,La Vega,25,Cundinamarca,3785.0,Cundinamarca (ETC),2819,101.81,86.52,59.79,82.03,69.72,53.58,117.67,122.75,114.11,129.63,101.37,19.29,19.35,2.45,3.68,1.28,3.94,1.31,97.52,0.0,98.72,96.06,98.47,0.03,0.0,0.0,0.0,0.22,0.39,0.0,0.56,0.18,0.66
2015,19290,Florencia,19,Cauca,3777.0,Cauca (ETC),1298,82.59,82.59,70.48,96.58,58.05,32.74,111.94,103.81,150.57,87.76,73.01,22.94,29.41,0.44,1.83,0.34,0.32,,92.25,0.0,90.97,91.17,95.9,7.31,0.0,8.69,8.52,4.1,1.85,0.0,0.68,4.42,2.46
2017,25299,Gama,25,Cundinamarca,3785.0,Cundinamarca (ETC),676,82.1,82.1,50.0,75.35,84.54,48.78,100.3,61.29,86.62,140.58,83.74,7.416,26.67,2.39,2.63,0.84,3.23,4.4,97.61,0.0,99.16,96.77,95.6,0.0,0.0,0.0,0.0,0.0,3.76,0.0,3.35,5.99,1.1
2021,20750,San Diego,20,Cesar,3.779,Cesar (ETC),4.819,88.75,88.59,50.12,84.86,67.26,36.56,97.49,78.01,111.27,99.94,65.56,,,2.15,3.74,2.59,1.5,1.18,90.5,0.0,92.04,86.57,92.67,7.35,0.0,5.37,11.93,6.15,7.44,1.36,7.32,9.95,3.55
2015,20614,Río de Oro,20,Cesar,3779.0,Cesar (ETC),3044,106.77,106.77,64.96,112.89,84.01,30.19,119.58,117.32,150.2,111.45,62.5,23.7,31.11,6.56,7.05,6.25,6.95,6.48,89.34,2.35,89.41,88.12,92.71,4.1,2.35,4.33,4.94,0.81,2.63,2.01,1.81,3.93,3.64
2014,76233,Dagua,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),6655,111.24,86.72,72.26,75.13,68.0,50.52,128.23,98.09,147.75,135.78,82.73,25.17,54.55,2.19,1.21,1.55,3.29,2.23,97.58,0.0,98.45,96.37,96.72,0.23,0.0,0.0,0.34,1.05,1.96,0.0,1.06,3.8,1.57
2021,5154,Caucasia,5,Antioquia,3.758,Antioquia (ETC),22.434,88.44,88.4,48.53,80.29,80.09,46.97,100.12,66.43,98.73,116.31,88.57,,,5.95,3.19,4.82,7.54,6.66,87.62,0.0,88.77,84.92,86.86,6.44,0.0,6.41,7.54,6.48,6.48,0.74,6.42,8.27,4.07
2022,68770,Suaita,68,Santander,3808.0,Santander (ETC),1785,96.36,96.36,94.96,82.72,92.27,53.8,105.55,119.42,94.29,122.86,91.75,,,5.37,9.64,5.34,4.61,4.76,88.14,0.0,87.88,86.17,92.86,6.48,0.0,6.78,9.22,2.38,6.59,0.0,6.06,9.51,4.37
2016,47692,San Sebastián de Buenavista,47,Magdalena,3794.0,Magdalena (ETC),4442,112.3,112.34,66.33,105.09,75.37,42.26,139.1,185.18,154.21,129.77,93.48,23.802,60.98,2.47,1.36,2.15,3.48,2.43,96.16,0.0,95.85,95.04,97.57,1.37,0.0,2.0,1.48,0.0,2.53,7.87,1.55,2.24,1.13
2020,76036,Andalucía,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),4261,65.67,65.62,55.56,61.77,59.38,40.61,75.55,69.88,69.54,85.19,73.48,,,2.05,2.15,1.81,2.42,1.73,93.02,0.54,95.28,91.25,89.6,4.93,0.54,2.91,6.32,8.66,3.91,0.54,2.21,7.27,1.73
2013,68686,San Miguel,68,Santander,3808.0,Santander (ETC),503,105.77,105.8,69.4,100.0,92.7,48.5,129.2,94.4,128.0,163.3,82.5,31.83,7.69,5.78,8.82,2.21,8.44,7.25,94.22,0.0,97.79,91.56,92.75,0.0,0.0,0.0,0.0,0.0,1.81,0.0,1.77,2.67,0.0
2021,25288,Fúquene,25,Cundinamarca,3.785,Cundinamarca (ETC),1.003,148.06,148.06,72.73,126.48,169.11,75.15,160.52,103.41,142.32,219.88,120.0,,,1.02,1.1,0.5,1.58,0.56,91.33,5.49,94.34,88.67,90.5,7.65,5.49,5.16,9.76,8.94,8.16,2.2,6.66,11.33,3.91
2016,8001,Barranquilla,8,Atlántico,4909.0,Barranquilla,239963,98.1,97.83,58.71,92.27,84.59,57.78,107.49,89.81,111.95,112.05,96.09,28.283,99.05,2.01,2.66,1.96,2.14,1.46,95.65,1.87,96.01,94.69,97.17,2.35,1.87,2.03,3.17,1.37,1.26,1.76,1.18,1.56,0.43
2019,23660,Sahagún,23,Córdoba,3784.0,Sahagún,21614,94.81,94.81,57.53,91.04,82.63,49.13,122.37,90.9,115.08,137.52,125.12,,,1.31,2.87,1.08,1.46,0.78,95.66,0.27,96.48,95.4,92.64,3.04,0.27,2.44,3.14,6.58,3.91,0.62,3.57,4.93,4.09
2018,68370,Jordán,68,Santander,3808.0,Santander (ETC),271,125.59,97.79,56.52,85.84,95.6,38.64,109.23,91.3,109.73,128.57,77.27,,,3.66,4.76,0.81,6.6,4.55,84.62,9.52,90.32,76.42,90.91,11.72,9.52,8.87,16.98,4.55,0.37,0.0,0.81,0.0,0.0
